Sample	Age	Species	Structure	Cluster_number	Cell_type	Cluster	Cell_class	Alias	N_cells	Colour	Dendrogram_order	nGene_min	nUMI_min	percent_mito_min	nGene_mean	nUMI_mean	percent_mito_mean	nGene_max	nUMI_max	percent_mito_max	nGene_sd	nUMI_sd	percent_mito_sd	Signature	Signature_note	median_logFC	n_gene_FC_above_1.5	median_pct.1	median_pct.2	n_gene_pct.1_above_0.5	n_gene_pct.2_above_0.5	Refinement_pons_progenitors	Refinement_forebrain_embryonal_progenitors	Refinement_forebrain_P0_progenitors	Refinement_hg19w_astrocytes	Pons_progenitors_trajectory
Forebrain P0	P0	Mouse	Forebrain	17	Unresolved (Esm1, Gnb3)	F-p0_UNR1	Other	ct_p0	55	#cedbd8	NA	1343	3930	2.1631166537909725	2829	8285.709090909091	4.126614136552062	3940	13747	8.662194159431728	464.58731189128525	2192.9865199694405	1.579515337812099	"NA"	Blacklisted cluster due to quality or cell type	0.7995355428622495	70	0.491	0.018	47	1	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P0	P0	Mouse	Forebrain	18	Cajal-Retzius cells	F-p0_CJRZN	Other neurons	ct_p0	48	#efb3ca	113	1918	3972	1.6186340307935254	3029.3125	8250.625	3.4782796242838643	3851	13320	9.885466473924163	539.3949784890002	2332.1455068013265	1.3239831249968248	Ecel1, Gdf5, Gm27199, Lhx1, Lhx1os, Lhx5, Ndnf, Trp73, Ache, Car10, Reln, Rec114, Ebf3, Cacna2d2, Cd274, Nppc, 5330417C22Rik, Insm2, Il12a, Ramp3, Mab21l1, Ankrd35, Tmem163, Pnoc, Acaa1b, Snhg11, Ripk4, Syndig1l, Thsd7b, Nhlh2, Ppp2r2c, C1ql2, Tuft1, Gm28050, Dync1i1, Barhl2, Nxph3, Nxph4, Lingo2, Rcan2, Cdh7, Fam196a, Rgs4, Tmem200a, Sprn, Cit, Ptprn, Pdgfa, Dach1, Thy1, E330013P04Rik, Cntn5, Stk32b, Scn1b, Npnt, Kcnip2, Nrn1, Kcnh7, Rit2, Syt1, Disp2, Cxcl12, Slc2a13, Casz1, Adcy1, Mia, Zcchc12, Rspo3, Angpt1, Hdac11, Fam159b, Ina, Celf6, Ccdc148, Eef1a2, Pcp4, Dnm3, Clstn2, Gpc1, Plekha7, Kit, Mgat4c, Emx2, Tmem130, Nr2f2, Nanos1, Tbr1, Calb2, Kcnb2, Cacna2d1, Baiap2, B3galt1, Cntnap2, Kifc2, Chgb, Rassf4, Sh3gl2, Homer2, Pde1a, Gap43	"NA"	0.7318419898945655	67	0.583	0.0295	57	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P0	P0	Mouse	Forebrain	19	Ependymal	F-p0_EPEN	Ependymal	ct_p0	32	#8ee5cf	54	1766	4235	2.0620748299319724	3004.34375	7632.40625	4.330641232039008	3834	11743	7.920100572705685	560.5391189120035	2125.9626868235787	1.3850966099504232	1700001L19Rik, 1700007G11Rik, 1700019G24Rik, 4833427G06Rik, 6820408C15Rik, BC051019, Ccdc153, Ccno, Cfap161, Cfap206, Dmkn, Dnaaf1, Dnah12, Dnah3, Gm33050, Iqca, Morn3, Spag17, Morn5, Mcidas, Zmynd10, Ppp1r32, Dnah10, Fam216b, 1700001C02Rik, Cfap45, Ttll6, Odf3b, Acot5, 1700012B09Rik, Wdr63, Bbox1, Ak7, Mapk15, Crocc2, Dnali1, Tekt4, Erich3, Ccdc121, Plin5, Lrrc71, Ccdc113, Lrrc23, Tctex1d1, Dnah5, Syt10, Lrrc34, Hdc, 1700016K19Rik, Gm16006, Tmem212, Wdr78, 1700028P14Rik, 1700011I03Rik, Myb, Lrrc46, Zp3, Rsph4a, Lrrc74b, Lrrc10b, Maats1, Spef2, Slc17a8, Dnah9, 1700097N02Rik, Dlec1, Meig1, Dlx4, 1700003E16Rik, Stox1, Cfap77, Tcte1, Plvap, Ccna1, Lrrc51, Foxj1, Dnah6, Gm12144, Dnah1, Spata33, Drc7, 1700007K13Rik, Rsph1, Tex26, Ttc21a, Tmem232, Pifo, Dnaic2, Dapl1, Rnf138rt1, Tctex1d4, 3300002A11Rik, Fam183b, Cds1, Cfap52, Lrrc36, Spag6l, Gm17455, Cfap70, Tango6	"NA"	0.911435863471998	81	0.594	0.007	60	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	0	Astrocytes 2	F-p3_ASTR2	Astrocytes	ct_p3	724	#00a385	171	1382	2927	1.3233082706766919	2066.3162983425414	4560.719613259668	6.139428556450549	3911	11688	9.977744807121661	386.8172011685733	1273.7321698457595	1.7707024673964304	Slc6a11, Slc1a3, Fabp7, Ptprz1, Aldoc, Mfge8, Btbd17, Aqp4, Mmd2, Bcan, Phyhipl, Slc1a2, Ncan, Slc7a10, Aldh1l1, Slc4a4, Acsbg1, Cldn10, Apoe, Ttyh1, Pla2g7, Cst3, Hes5, Lxn, Plpp3, Atp1b2, Atp1a2, Ptn, Igfbp2, Ndrg2, Gm3764, Mlc1, Trim9, Glud1, Tst, Cpe, Glul, Gstm1, Tlcd1, Ckb, Vcam1, Tspan7, Acot1, Gpm6a, Mt3, Scd2, Grm3, Gja1, Htra1, Fabp5, Car2, Slc27a1, Ednrb, Pea15a, Gpm6b, Cd9, Sparcl1, Serpine2, Cspg5, Phgdh, Dbi, Tril, Fgfr3, Slc6a1, Lfng, Hsdl2, Ramp1, Cbs, Slc9a3r1, Tsc22d4, Id3, Tnc, Nrarp, Grm5, Dbx2, Qk, Cd63, Fjx1, Rcn2, Msmo1, Fam181b, Npas3, Abhd3, Mt1, Fez1, Mgst1, Slc25a18, Cd81, Tmem229a, Syt11, Fads2, Gng12, Dclk1, Myo6, Eno1, Gabrg1, Tmbim6, Timp3, Luzp2, Ldhb	"NA"	0.900928473535821	99	0.907	0.372	94	33	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	1	Proliferating inhibitory neuron intermediate progenitor cells	F-p3_INIP-P	Neuronal progenitors	ct_p3	501	#8798C8	59	1091	2928	1.7847025495750706	2009.5209580838323	4284.946107784431	4.668212352853999	3492	9885	9.66542750929368	375.74670997878366	1158.1894314359029	1.402312205538537	"NA"	Non-specific signature	0.8431857025242775	91	0.816	0.4385	83	47	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	2	Oligodendrocyte precursor cells	F-p3_OPC	Oligodendrocyte precursors	ct_p3	411	#e0de53	148	1500	2927	2.415307402760351	2038.2408759124087	3911.683698296837	5.526381380568095	3991	10734	9.791252485089464	387.78066831048767	1107.3336431582816	1.4641337488413777	Pdgfra, Lhfpl3, Cntn1, 3110035E14Rik, Sox10, Matn4, Pcdh15, Cspg4, Olig1, Qpct, Gpr17, Pllp, Plppr1, Ncald, C1ql1, Scrg1, Anks1b, Pcdh11x, Nap1l5, Brinp3, Cdo1, Nxph1, Lims2, Opcml, Epn2, Tnr, Serpine2, Ostf1, Ptpre, Npas1, Enpp2, Rprm, Zdhhc2, Ugdh, Shc4, Plpp4, Sulf2, Dscam, Lrp1b, Olig2, Lrrtm3, Sapcd2, Sh3gl3, Prkcq, B3gat2, Tpm1, Ppp1r14c, Kcnd2, Gria2, Resp18, Gria3, Cacng4, Sox6, Plppr5, Omg, Cspg5, Lnx1, Ppp1r16b, Pid1, Pcsk1n, Sox8, Lsamp, 3632451O06Rik, 1700086L19Rik, Fxyd6, S100a1, Rlbp1, 1700025G04Rik, Pik3r1, Gatm, Phlda1, Emid1, Sema5a, Fam19a1, Dbpht2, Brinp1, Nlgn3, Rasl11a, Gm2a, Slc1a1, Ednrb, Arhgap31, 4430402I18Rik, Lbh, Gltp, Tacc2, Rgcc, Dnm3, Arl2bp, Mmp16, Mmp15, Tgfa, S100a13, Arxes1, Mfsd2a, Ankrd11, Nkx2-2, Ccnd1, Mdga2, Khdrbs2	"NA"	0.8167717196586854	86	0.5545	0.1085	57	3	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	3	Astrocytes 1	F-p3_ASTR1	Astrocytes	ct_p3	291	#0b7c68	165	1491	2926	1.7607771706132362	1883.4604810996564	3664.7353951890036	4.491250422229606	3070	6759	9.96230479267636	249.6269236662545	663.8266927585261	1.46404510134466	Sfrp1, Ptx3, Ddah1, Plagl1, Aldoc, Pter, Dbi, Mt3, Clu, Prdx6, Ccdc80, Glul, Cnn3, Gpm6b, Pea15a, Entpd2, Ndrg2, Gabrb1, Fgfbp3, Riiad1, Plpp3, Dtna, Phgdh, Scp2, Ntrk2, Cst3, Kcnk2, Luzp2, Malat1, Cpe, Gfap, Gm11627, Slco1c1, A330048O09Rik, Ldhb, Fxyd1, Zbtb20, Tspan7, Scg3, Cyr61, Oat, Notch2, Mmd2, Mid1ip1, Fam210b, S1pr1, Pdlim4, Egln3, Atp1b1, Emp2, Gnao1, Nkain4, Slc1a3, Sfxn5, Pdpn, Pantr1, Smpdl3a, 1810037I17Rik, Prnp, Sparc, Crym, Gstm1, Cspg5, Mlc1, Slc1a2, Lrp4, Ptn, Pbxip1, Scrn1, Igfbp5, Fbxo2, Sox9, Nr2e1, Kcnk1, Naaa, Kcne1l, Cd81, Hmgcs1, Dhrs1, Fabp7, Gm17750, Psap, Abhd4, S100a6, Kif21a, Mt1, Fstl5, Polr3h, Pcdh8, S100a1, Pax6, Hmgn3, Psat1, S100a16, Acsbg1, Lxn, Mt2, Cd9, Ttyh1, Cntnap2	"NA"	0.7636146435816055	91	0.7805	0.377	82	34	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	4	Proliferating gliogenic progenitors	F-p3_RGC-P	RGC (prolif.)	ct_p3	273	#ffb219	61	1447	2930	0.9036144578313252	2619.7912087912086	6412.915750915751	4.977173752466108	3966	13202	9.787317841669948	565.4593561449332	2183.0751255752534	1.6215646577128513	Ccnb1, Cdca8, Pbk, Plk1, Cdca3, Cenpf, Tpx2, Hmmr, Spc25, Ube2c, Ccna2, Cks2, Mki67, Cdkn2c, Cdk1, Birc5, Ckap2, Cdc20, Prc1, Casc5, Racgap1, Ccnb2, Nuf2, Tacc3, Hmgb2, Fam64a, Nusap1, Aspm, Mis18bp1, Spc24, Lockd, Depdc1a, Cenpe, Smc2, Cenpa, Top2a, Kif22, Cenpq, Rrm2, Ckap2l, Kif20b, Cenpm, Smc4, Sgol1, Ect2, Knstrn, Kif11, Kif18a, Cdca2, 2810417H13Rik, Cdc25c, Gas2l3, Mad2l1, H2afz, Kif2c, Cep55, Shcbp1, Kif23, Sgol2a, Aurkb, C330027C09Rik, Lmnb1, Neil3, Trim59, Tk1, Kpna2, Bub1, Aurka, Cdkn3, Nde1, Kif20a, H2afx, Tnfaip6, Tuba1b, Ccnf, Cenpw, Esco2, Cenpi, Tmpo, Ncapg, Bub1b, Acot1, Ran, Gmnn, Melk, Incenp, Ska3, Slc25a5, Rrm1, Kifc1, Cks1b, Nek2, Ndc80, Rad21, Fam83d, Fabp7, Dlgap5, Ube2t, Arl6ip1, Pmf1	"NA"	0.67668033549323	60	0.606	0.1335	64	7	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	5	Cortical excitatory neurons	F-p3_CEXN1	Excitatory neurons	ct_p3	200	#c9110e	118	1554	2944	2.5173898641934414	2528.27	5906.005	4.967610836794793	3807	12331	9.991052788547568	562.300682363924	2095.9461362365737	1.5253808547750738	Neurod6, Bhlhe22, Neurod2, Satb2, Mpped1, Rbfox1, Sla, Dync1i1, Lrfn5, Fam19a2, Mlip, Camkv, Cck, Sncb, Grin2b, Syt4, Camk2b, Zbtb18, Fabp3, Rbfox3, Crmp1, Efna3, Prkar1b, Arpp21, Mef2c, Myt1l, Bend6, Shank1, Nrgn, Jakmip1, Clmp, Stmn2, Fkbp1b, Hecw1, Rab3a, Mapt, Stmn4, Hs6st2, Caln1, Gm12027, Enc1, Nwd2, Mllt11, Tubb3, Serp2, Dmtn, Gpr85, Rac3, Gas7, Actl6b, Pou3f1, Dok5, Syt1, Ppfia2, Caly, Golga7b, Kif5c, Scn2a1, Map1b, Cacnb3, Cntn2, Arhgdig, Cux2, Tuba1a, Cnksr2, Cnih2, Nsg1, Gng3, A330102I10Rik, Cacna2d1, Fam57b, Tubb2b, Slc17a6, Trpc4, Kctd13, Gap43, Psd, Aplp1, Ccl27a, Ccl27a, Ccl27a, Cd24a, Gabra5, Dpysl3, Ralyl, Basp1, Plk2, Marcksl1, Snca, L1cam, Cplx2, Syt5, Stmn3, Cd200, Ndrg1, Pak7, Stmn1, Bcl11a, Necab1, Elavl3	"NA"	1.040056553527775	87	0.695	0.08	77	5	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	6	Mixed neurons including cholinergic & GABAergic	F-p3_NEUR2	Other neurons	ct_p3	167	#a37cb7	115	1527	2957	1.7521090201168072	2350.25748502994	5230.293413173653	4.363074796821676	3818	10526	9.905329593267883	551.7519737445317	1909.817235030989	1.411616626770769	Scg2, Snhg11, Tmem130, Syt1, Spock3, AW551984, Sncb, Rab3a, Ache, Zcchc12, Vgf, Gad1, Caly, Celf4, Resp18, Vsnl1, Ly6h, Celf6, Lhx6, Ctxn2, Stmn2, Stmn4, Snap25, Atp1a3, Mllt11, Sez6l2, Syngr3, Rit2, Tmem59l, Ccdc184, Gng3, Clstn3, Slc32a1, Mapt, Nrsn1, Rac3, Stmn3, Elavl2, Calb2, Sult4a1, Cd200, Chgb, Ppp2r2c, Spock1, Meg3, Vamp2, Nsg1, Sv2a, Aplp1, Snrpn, Ina, Atp6v1g2, Ptprn, Rtn1, Reln, Ndrg4, Pcsk1n, Rab3b, Tubb3, Serp2, Dusp26, Vstm2a, Efnb3, Arhgdig, Faim2, Scn2a1, Klc1, Map1b, Usp29, Acot7, Nap1l5, Tubb2a, Tspyl4, Rem2, Actl6b, Cnih2, Prkar1b, Olfm1, Cbarp, Gabrg2, Shank1, Gap43, Golga7b, Chd3os, Tmsb10, Scn9a, Reep1, Uchl1, Cygb, Hap1, Chl1, AI593442, Cacng2, Tceal6, Zwint, Chd5, Syt4, Elavl3, Crmp1, 6330403K07Rik	"NA"	0.975507593252751	92	0.611	0.1005	68	8	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	7	Endothelial	F-p3_ENDO	Non-neuroectoderm	ct_p3	166	#636363	18	1438	2975	1.4941302027748131	2745.1927710843374	7249.512048192771	4.049957225709184	3970	14228	9.457697323003758	743.7985709378878	3059.728838724215	1.568130991339388	Cldn5, Pglyrp1, Slc38a5, Vwa1, Ctla2a, Slc7a1, Flt1, Esam, Cd34, Egfl7, Slc40a1, AU021092, Lmo2, Eng, Slc22a8, Cd93, Slc39a8, Kdr, Ecscr, BC028528, Foxq1, Lsr, Htra3, Ly6c1, Aplnr, Kank3, Pecam1, Adgrl4, Srgn, Grap, Fam101b, Cdh5, Ptprb, Fli1, Icam2, Adgrf5, Sox17, Rasip1, Gimap6, Tdrp, Tie1, Vwf, Rasgrp3, Cyyr1, Ushbp1, Nostrin, Slc16a4, Gimap1, Clec14a, Tek, Ly75, Mecom, Stap2, Robo4, Thsd1, C130074G19Rik, Exoc3l, Tmem252, Myct1, Afap1l1, Ctsw, Nos3, Fn1, Abcb1a, Map7, Igfbp7, Rassf9, Apln, Palmd, Meox1, Hspa12b, Ets1, Erg, Acvrl1, Emcn, Slc16a1, Cd40, Slco2b1, Lef1, Ly6a, Sox7, Tnfrsf11b, Mfsd7c, Car4, Foxf2, Ocln, Ecm1, Anxa3, Scarf1, Rhoj, Gm694, Ccdc141, Efna1, Tmem204, Sdpr, Slc2a1, Tfrc, Slco1a4, Fxyd5, Proser2	"NA"	1.180189919919725	96	0.705	0.0185	86	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	8	Meninges	F-p3_MNG	Non-neuroectoderm	ct_p3	147	#dbd2d7	45	1408	2929	0.7918552036199095	2291.530612244898	5425.408163265306	5.7861683024306405	3967	12359	9.98740025199496	519.1961160613437	1849.535101731147	1.6158619960604415	Dcn, Col1a2, Col1a1, Cxcl12, Slc6a13, Igf2, Col3a1, Lum, Gpc3, Serpinf1, Nupr1, Pcolce, Islr, Slc22a6, Gjb6, Col6a1, Tbx18, Gjb2, Serping1, Osr1, Col6a2, Aldh1a2, Ctsk, Edn3, Tmem132c, Lox, Mmp23, Sidt1, Emp3, C1qtnf2, Cmbl, a, Mfap4, Cfh, Wnt6, Clec3b, Vamp5, Mrgprf, Mmp2, Apod, Slc6a20a, Lrrc17, Ranbp3l, Cp, Vtn, Fmod, Col13a1, Fbn2, Olfml3, Fbln5, Nid2, Srpx2, Crabp2, Colec12, Tfap2b, Aebp1, Cyp1b1, Fam180a, Enpp1, Slc13a4, Ifitm1, Tfpi, Wisp1, Angptl2, Foxc1, Il34, Wnt4, Ogn, Postn, Pdlim2, Bgn, Bicc1, Efemp1, Fcgrt, Rcn3, Col6a3, Col26a1, Fkbp7, Lamc3, Col5a1, Col18a1, Lpar1, Nbl1, Emilin1, Arhgap29, Cped1, Slc1a5, S100a10, Wdr86, Copz2, Svil, Lgals1, Fgfbp1, Cd248, Itm2a, Alx3, Itih5, Gxylt2, Tex15, Mrc2	"NA"	1.22505067088219	94	0.633	0.0215	67	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	9	Ependymal progenitors	F-p3_EPENP	Ependymal	ct_p3	142	#bbf7e8	163	1511	2931	1.9590895995390378	2032.1478873239437	4093.042253521127	5.241538973407419	3958	10621	9.734513274336283	434.15251997235026	1240.0542419687426	1.5299790031532963	Meig1, Dynlrb2, Dnajb13, Rsph1, Pifo, Riiad1, Hspa2, 1700016K19Rik, Tekt1, Fam183b, Capsl, Mlf1, Cfap126, Tnnt3, Ccdc113, Nme5, Foxj1, Slit2, Gm17455, 2410004P03Rik, Tmem47, 1110017D15Rik, Cfap45, Enkur, Rarres2, Rmst, 1700088E04Rik, Dbi, 1700007K13Rik, Bdh2, Ccdc74a, Spag6l, Tppp3, Tspan15, Pacrg, Tmem107, Cfap52, Nkx2-1, Iqcg, Ppp1r32, Cystm1, Gm11992, Rsph4a, Ccdc67, 4933407L21Rik, 1700007G11Rik, Mapk15, Mt1, Ccdc39, Mt2, Ccpg1os, Gja1, Kif9, Mt3, Naaa, Entpd2, Nkain4, Shisa8, Ubxn11, Spef2, Lpar1, Cfap69, Anxa5, Drc1, Mlc1, Lrrc51, Dcdc2a, Dalrd3, 4933434E20Rik, Odf3b, Dmkn, Prdx6, B9d1, Itm2c, Clu, Ntrk2, Morn5, Fhl1, Gm973, Pih1d2, Lrrc23, Lrriq1, Ppp1r36, Dpcd, 1110004E09Rik, Wdr78, Cfap54, Dusp14, Bphl, Gm19412, 1700012B09Rik, S100a6, Six3, Efcab1, Lrrc48, Tcp11l2, Aig1, Fxyd1, Ttll3, Id4	"NA"	0.8100933130669	75	0.4825	0.0655	47	6	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	10	Pericytes	F-p3_PERI	Non-neuroectoderm	ct_p3	140	#857e89	31	1404	2936	3.3247422680412373	2173.2357142857145	4827.578571428571	5.452556551827952	3895	12087	9.162125340599456	523.4222968823423	1770.2324688532062	1.2141106107166997	Rgs5, Higd1b, Ndufa4l2, Kcnj8, Cox4i2, Abcc9, Gja4, Ppp1r14a, Atp13a5, Mylk, Art3, Itga1, Tbxa2r, Mcam, Mir143hg, Cd248, Vtn, Fam162b, Adap2, Foxs1, Des, Aspn, Sod3, Pcdh18, Adap2os, Rgs4, Ebf1, Lurap1l, Igfbp7, Gper1, Pdgfrb, Sept4, Ednra, Pcolce, Mgp, Myl9, Anpep, Cnn2, Heyl, Eva1b, Ifitm1, Col4a1, Gng11, Itga4, Lamb1, Rasl12, Col4a2, Tlr12, Slc38a11, Arhgdib, Ecm2, S1pr3, Mndal, Enpep, Cryab, Tpm2, Lrrc32, Slc19a1, Bgn, Slc16a12, Plxdc1, Igf2, Nid1, Esam, Ccrl2, Rrad, Ggt5, Tmem45a, Naalad2, Rasgrp2, Gucy1a3, Gjc1, Acta2, Cald1, Tgfb1i1, Pdlim1, Tbx18, Tbx3os1, Vstm4, Dlc1, Il34, Myo1b, Spon2, Lama4, Tfpi, S100a11, Ifitm3, Fam101a, Epas1, Uaca, Col3a1, Gucy1b3, P2ry14, Filip1l, Hrct1, Rcsd1, Notch3, Pde5a, Vasp, Gm17501	"NA"	1.27923213227781	96	0.6395	0.03	69	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	11	GABAergic medium spiny neurons (MSN) of the striatum	F-p3_SMSN	Other neurons	ct_p3	138	#734d87	120	1438	2929	2.3384615384615386	1938.8623188405797	3897	5.306863119266296	3866	9719	9.941158253329204	383.385556007484	1010.68023634876	1.5331137867418967	Bcl11b, Rarb, Rxrg, Runx1t1, Islr2, Gpr88, Syt6, Ppp1r1b, Caln1, Foxp1, Cdk5r1, Arpp21, Gng7, Meg3, Lmo4, Gap43, Mllt11, Nsg1, Stmn4, A930011G23Rik, Gucy1a3, Zcchc12, Gnal, Npas4, Synpr, Mapt, Plk2, Plcxd3, Actl6b, Syt5, Crmp1, Nsg2, Cnih2, Tubb3, Tenm2, Map1b, Calb1, Stmn2, Bcl11a, Epha7, Myt1l, Ina, Meis2, Celf5, Gucy1b3, Aplp1, Pcp4, Elavl3, Isl1, Rgs2, Syngr3, Tmsb10, Actg1, Rab3a, Car11, Ly6h, Kif5c, Hpca, Cd24a, Rtn1, Slc32a1, Rab3c, Snrpn, Mgat4c, Gda, Hn1, Stmn3, Igfbpl1, Igsf3, Kctd13, Celf4, Rbfox2, Gabra5, Tuba1a, Ppp3ca, Uchl1, Gad2, Gng3, Inpp5f, Celf2, Syt1, Pnmal2, Foxp2, Nnat, Shtn1, Pak6, Socs2, Tubb2b, Prkar2b, Dpf1, Rem2, Ap1s2, Ank3, Camkv, Chd3os, Tubb2a, Basp1, Grin2b, Dpysl3, AI593442	"NA"	0.9525302090446235	96	0.663	0.1665	71	14	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	12	Ependymal	F-p3_EPEN	Ependymal	ct_p3	133	#8ee5cf	55	1716	2973	2.408036637612646	2750.4887218045114	6047.353383458647	4.822086041950586	3979	11236	8.693630869363087	546.1822958048226	1756.39960678643	1.3897903364741273	Dynlrb2, Rsph1, Meig1, Ccdc153, Tmem212, 1110017D15Rik, 1700012B09Rik, Foxj1, Lrrc23, 1700016K19Rik, 3300002A11Rik, Efcab10, Fam183b, 1700001C02Rik, Hdc, Cfap126, Morn5, Pifo, Lrrc51, Fbxo36, Spint2, Ccdc67, Dmkn, Odf3b, 1700007K13Rik, 1700007G11Rik, Crygn, Ccdc113, Dnah12, Ppp1r32, Zmynd10, Tekt4, Lrrc48, 6820408C15Rik, Cfap45, Spag6l, Cfap206, Gm867, 1700001L19Rik, Cfap161, Tctex1d4, Ak7, Ccna1, Spef2, Ccdc108, Calml4, Ccdc146, Lrrc46, Gm16006, Dnali1, Spata33, Cfap52, Mapk15, Gm12144, Cfap77, Iqca, Spag8, Acot5, Dnaic2, 4833427G06Rik, BC051019, 1700040L02Rik, Dnah6, Spag17, Lrrc74b, Lrrc71, Lrrc34, Tex26, Wdr63, Maats1, Lrrc6, Crocc2, Tmem232, Gm33050, Ccdc180, Styxl1, Ccdc121, Cfap53, Hydin, Cfap44, Ppp1r36, 1700028P14Rik, Enkur, Dnah9, Iqcg, Ccdc151, Fam92b, Rsph4a, Spef1, Crip3, Capsl, Dlx4, Tm4sf1, Cfap70, Cfap54, Ubxn11, Dnaaf1, Slc17a8, 2410004P03Rik, Dnah10	"NA"	1.2883250954859151	99	0.733	0.014	86	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	13	Migrating, proliferating inhibitory neuron intermediate progenitor cells	F-p3_INIP2-P	Neuronal progenitors	ct_p3	115	#6886d6	57	1426	2943	1.8305284912902273	2008.513043478261	4410.539130434782	4.118385665616096	2912	7232	7.51605624023607	347.09906481188847	1106.6596275956372	1.0351309501848065	"NA"	Non-specific signature	1.2373981985265	100	0.826	0.151	95	13	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	14	Microglia	F-p3_MGL	Immune	ct_p3	80	#aca2b2	5	1309	2971	0.667070952092177	1842.2	4381.525	5.679897045704824	3190	9434	9.67202141900937	478.1230284976313	1459.8869730395684	1.7022940276457257	Fcrls, P2ry12, Cx3cr1, Trem2, Gpr34, Csf1r, Ly86, Cd53, Pld4, Evi2a, Mpeg1, Bin2, Ctss, Siglech, Cd52, Bcl2a1b, Cryba4, Laptm5, Fcgr3, Adgre1, Ltc4s, Tbxas1, Apbb1ip, C3ar1, Ccl3, Ccl4, Plek, Cd68, C1qa, Lpcat2, Itgam, Itgam, Spi1, Lag3, Hpgds, Fcer1g, Ptprc, Tyrobp, Selplg, Ptgs1, Unc93b1, Aif1, Lyz2, C1qc, Ccl6, Cd33, Susd3, P2ry13, C1qb, Irf8, Cyth4, AF251705, Cd86, Fcgr1, Cd180, Hmha1, Fgd2, Rac2, P2ry6, Tmem119, Vav1, Crybb1, Blnk, Ccl9, Myo1f, Slc11a1, Ncf1, Vsir, Arhgap30, Fam105a, Rhoh, Olfml3, Fermt3, Slc15a3, Cd37, Lair1, Cd84, Xlr, Cd14, Ptpn6, Hexb, Ptpn18, Tnfrsf13b, Pycard, Gmfg, Ikzf1, Rgs10, Abi3, Gna15, Nfkbid, Cd300a, Hcls1, Coro1a, Hck, Cd83, Nrros, Rnase4, Psmb8, Tnfaip8l2, Ehd4	"NA"	1.2204368777884849	98	0.575	0.0165	61	0	FALSE	FALSE	FALSE	FALSE	FALSE
Forebrain P3	P3	Mouse	Forebrain	15	Macrophages	F-p3_MAC	Immune	ct_p3	71	#86778e	13	1277	2979	2.7977617905675456	1930.5915492957747	4581.295774647887	5.097631338084269	3612	9626	9.720457433290978	511.0718590085181	1502.7509003192988	1.3524956375581974	Pf4, Ccl7, Ccl2, Mrc1, F13a1, Ms4a7, Lyve1, Wfdc17, Fcna, Fcgr2b, Mgl2, Stab1, Ms4a6c, Folr2, Ms4a6b, Clec4a2, Ms4a6d, Tgfbi, Cbr2, Clec4a1, Clec10a, Clec4a3, Cd163, Rgs18, Ddx60, Aoah, Adgre1, Gmfg, Lst1, C5ar1, Alox5ap, Cd68, Cybb, Ccl8, Fcgr3, AI607873, Ccl12, Ccl24, Cd74, Csf1r, Ifi27l2a, Clec4n, Lyz2, Cfp, Pld4, Adrb2, Fcrls, Cd48, P2ry6, C3ar1, Igf1, Ctss, Cd86, Rac2, Cd53, Cd200r1, Slfn2, Gm4951, Lcp1, Fcgr1, Ptpn6, C1qa, Cd14, Ccr1, Tmem106a, Ifi30, Cd84, Igsf6, Aif1, Spi1, Cxcr3, Msr1, Ccl9, Fcer1g, Ptpn18, Sp100, Dok2, Tyrobp, Gpr183, Hfe, Ptafr, C1qc, Cxcl2, Ehd4, Ly86, C1qb, Ltc4s, Cd36, Adam33, Gpr160, Maf, Psmb8, Evi2a, Cd300a, Ifi204, Rnase4, Tnfaip8l2, Laptm5, Lpxn, Runx1	"NA"	1.5980741933682552	100	0.704	0.010499999999999999	71	0	FALSE	FALSE	FALSE	FALSE	FALSE
